customer_id,name,email,signup_date,country,is_premium
9c74add3-cb3a-49a0-bb34-cd357dc366cc,Emma Miller,emma.miller@outlook.com,2024-01-23T23:28:46.418663,Australia,True
16e07ba5-6ccb-478d-86e9-0d74f0d94f64,David Davis,david.davis@yahoo.com,2023-04-07T23:28:46.418697,Japan,False
d0769283-8831-42b0-a297-f012a2904f95,John Davis,john.davis@outlook.com,2024-11-06T23:28:46.418705,India,False
19264222-e276-4a00-904f-c166efdbb176,Emily Jones,emily.jones@outlook.com,2024-04-20T23:28:46.418712,Germany,True
f57a6c62-5e4b-4be3-8241-b295c581d7c1,Sarah Johnson,sarah.johnson@yahoo.com,2023-08-04T23:28:46.418720,India,False
8db9300c-36ed-48b0-b395-f6c909fa64eb,Emma Davis,emma.davis@hotmail.com,2025-10-09T23:28:46.418727,UK,False
03ee191d-d7c0-4dfb-b4b7-ce0e756a5e09,Sarah Miller,sarah.miller@yahoo.com,2024-02-25T23:28:46.418734,France,False
ec35b0a0-1806-4e63-99e5-42a8f807f147,Emily Miller,emily.miller@outlook.com,2023-11-24T23:28:46.418741,India,False
06a7caa4-180c-45b0-9ec7-976f7b6439d3,David Jones,david.jones@yahoo.com,2025-03-11T23:28:46.418748,Australia,False
088074cf-5c40-4bc2-9595-69fa1e62cd75,Jane Williams,jane.williams@yahoo.com,2024-08-27T23:28:46.418757,India,False
c81d9aaf-13ff-4391-a437-ae408e35b448,David Johnson,david.johnson@yahoo.com,2024-03-17T23:28:46.418764,Australia,False
2b4b7e04-9584-4bfc-b8aa-f55ac1dac253,Michael Jones,michael.jones@gmail.com,2022-11-16T23:28:46.418777,Canada,False
17450b55-da23-47ad-8d7d-a68b04e1c2fe,John Smith,john.smith@outlook.com,2025-02-28T23:28:46.418788,India,True
dda418c7-eff0-478a-bbc1-32b6b1066b68,John Jones,john.jones@hotmail.com,2023-03-09T23:28:46.418799,India,False
d6d6817c-cf41-42b4-aa53-487a0191192e,Michael Smith,michael.smith@outlook.com,2023-03-11T23:28:46.418813,UK,True
717bfaea-0ca3-4ecf-9ee2-e69b37c97ea2,James Davis,james.davis@gmail.com,2025-07-27T23:28:46.418824,Canada,False
26397945-9b25-4cbe-b701-52432f35ec94,David Johnson,david.johnson@yahoo.com,2025-03-16T23:28:46.418842,Japan,False
1eb06030-8cb3-446e-8fdc-30403f66a73e,James Davis,james.davis@hotmail.com,2024-03-15T23:28:46.418856,Japan,False
72677979-358f-4ee5-85cf-35323ffaaefc,John Johnson,john.johnson@yahoo.com,2024-09-07T23:28:46.418869,Germany,True
dc667180-167c-4d8a-a5f6-53be272c787b,Michael Brown,michael.brown@yahoo.com,2025-06-13T23:28:46.418883,Canada,True
af7f376e-5992-4900-8f74-a38dc699b845,James Davis,james.davis@hotmail.com,2024-03-27T23:28:46.418893,USA,False
b75fb6fc-d2d5-45c3-93cc-b7d28a056d5c,David Jones,david.jones@hotmail.com,2025-06-21T23:28:46.418902,Australia,False
e8f4f00a-1432-4b27-8b9b-66dc113b42a6,Sarah Miller,sarah.miller@gmail.com,2024-08-10T23:28:46.418915,Canada,False
0edf3c8b-d44e-46da-ad72-1d496853cee0,Michael Johnson,michael.johnson@gmail.com,2024-12-09T23:28:46.418931,Germany,False
a889c82e-887a-496c-85fb-6b6c72b26dd8,Emma Johnson,emma.johnson@hotmail.com,2024-03-01T23:28:46.418942,Japan,False
9933a71a-c48a-4ab7-8a14-3a8bd0908513,Emma Davis,emma.davis@gmail.com,2025-08-24T23:28:46.418958,Japan,False
f2048596-7ae9-47e8-a027-5b49320e1e26,David Smith,david.smith@gmail.com,2024-08-02T23:28:46.418969,USA,False
0f2053a6-0b97-4462-82ea-fbfea659ed59,John Williams,john.williams@hotmail.com,2022-12-17T23:28:46.418978,India,False
5e7e46f6-6aa2-4fa9-b64a-240c0c2a805f,Michael Miller,michael.miller@hotmail.com,2025-05-11T23:28:46.418986,India,False
58987d1e-005c-4b9d-9c2e-c36160a1044f,James Garcia,james.garcia@outlook.com,2025-04-13T23:28:46.418994,Canada,False
00320175-ef5b-4888-b8fb-d6181ad2b797,James Davis,james.davis@outlook.com,2023-08-16T23:28:46.419002,USA,False
d3ecf03a-ea85-445d-b2c9-b446afc1086f,Jane Garcia,jane.garcia@outlook.com,2024-01-21T23:28:46.419010,UK,False
d5a76ec5-b5e9-4742-bbe4-2e33cdaeb49c,John Davis,john.davis@hotmail.com,2025-07-25T23:28:46.419018,Australia,False
91df2a41-a2c5-4185-8482-66836f50cc2b,Emma Davis,emma.davis@gmail.com,2024-09-23T23:28:46.419026,Germany,False
5b7769bb-a40a-4f67-80f5-f6ca39c45dec,David Davis,david.davis@hotmail.com,2025-03-10T23:28:46.419038,USA,False
b23d6b29-9f15-4ea1-955b-7ee950aeab99,Michael Jones,michael.jones@gmail.com,2023-08-01T23:28:46.419047,UK,False
e9abffe2-264b-4963-8f2d-1f704184d094,Jane Davis,jane.davis@gmail.com,2025-01-02T23:28:46.419055,India,False
95906eec-7fa0-44df-b57b-97125226490f,David Miller,david.miller@hotmail.com,2023-03-22T23:28:46.419062,Australia,False
9e038a58-6200-46b3-ba14-be5a6012737e,Michael Miller,michael.miller@yahoo.com,2023-01-08T23:28:46.419069,Canada,True
a8631834-2865-44dc-9b0d-986fb7ae256c,David Miller,david.miller@outlook.com,2023-01-09T23:28:46.419079,Germany,True
2b2c2be4-cf47-4b57-96d7-c6f7b2dad2a5,David Jones,david.jones@hotmail.com,2025-01-13T23:28:46.419093,India,False
3a68327d-5722-4fd1-998b-a75c10877779,Emily Garcia,emily.garcia@hotmail.com,2023-04-26T23:28:46.419105,France,False
3df3b917-6b97-4f71-a2c9-c3d392caaf4a,Sarah Miller,sarah.miller@yahoo.com,2023-07-26T23:28:46.419118,USA,False
7872c67c-ca4f-4ab7-99c8-67105c312b8f,Emma Miller,emma.miller@hotmail.com,2025-01-06T23:28:46.419127,India,True
3ec64af0-6050-4961-9207-c6b80f054f58,Michael Garcia,michael.garcia@gmail.com,2023-05-27T23:28:46.419135,UK,False
758d6717-147d-403b-8ed3-b16af50befd6,John Williams,john.williams@hotmail.com,2025-01-01T23:28:46.419143,UK,False
89f64924-dac1-46aa-ae61-4e24c4aeed10,David Garcia,david.garcia@hotmail.com,2025-06-02T23:28:46.419151,France,False
35f3941a-5491-4560-b9a4-cafde5b28b91,Emily Davis,emily.davis@gmail.com,2025-06-26T23:28:46.419158,Australia,False
81c10039-d949-4e37-92d5-aa2d66a7bfea,Sarah Johnson,sarah.johnson@hotmail.com,2025-04-26T23:28:46.419167,UK,False
cb7e0496-d8b3-4a00-9e3d-78bf02fc57b4,Michael Jones,michael.jones@gmail.com,2025-08-11T23:28:46.419176,France,True
976d3a46-5469-421d-b28a-802180af2c36,David Garcia,david.garcia@outlook.com,2023-06-15T23:28:46.419190,Canada,False
193649ea-0738-45e3-a026-2f48b0c6579d,James Williams,james.williams@yahoo.com,2024-11-20T23:28:46.419200,UK,False
48c49485-0510-4e2c-a8f0-beb366d43023,Sarah Davis,sarah.davis@yahoo.com,2024-07-26T23:28:46.419212,India,False
50ae45b1-e845-4e1b-8f72-a97180e4829e,Emma Jones,emma.jones@gmail.com,2023-04-06T23:28:46.419225,Germany,False
7cfd7b36-4be2-450b-af25-77a3616f3860,Jane Davis,jane.davis@outlook.com,2024-03-11T23:28:46.419236,Japan,False
5cad46bf-8a61-4e6b-9b6b-eb20247d1eb7,Emma Jones,emma.jones@yahoo.com,2023-09-18T23:28:46.419248,India,True
0a38e1b7-02ac-4d6c-bfa5-c5cd06a0c686,Sarah Miller,sarah.miller@outlook.com,2024-03-18T23:28:46.419263,Germany,True
a41b595e-8f2c-4533-9df9-9a8a368bf596,James Jones,james.jones@gmail.com,2025-08-05T23:28:46.419278,India,False
0c7f2e83-b486-4c01-a454-044029872c38,Sarah Garcia,sarah.garcia@yahoo.com,2024-10-20T23:28:46.419290,Germany,False
92361cc2-54e1-40d3-ab69-71a5e3d0fab2,Jane Smith,jane.smith@outlook.com,2023-05-26T23:28:46.419297,USA,False
9594b4ca-0595-4d62-bd88-9e913b79dac1,Michael Johnson,michael.johnson@outlook.com,2024-01-14T23:28:46.419308,Japan,False
4d262f60-f58c-483a-ba04-f522173cbb17,Sarah Williams,sarah.williams@outlook.com,2022-11-22T23:28:46.419321,Germany,False
651c5680-ae82-4a87-bb17-d9aabf91dc14,David Davis,david.davis@outlook.com,2023-12-21T23:28:46.419333,UK,False
da2767df-1a5c-426c-834e-713f19b9472e,Jane Williams,jane.williams@yahoo.com,2023-08-23T23:28:46.419346,France,True
fd988927-658f-407b-8195-57703a27b695,James Smith,james.smith@outlook.com,2025-03-05T23:28:46.419356,India,False
0df232d5-d0eb-48b6-8f66-30887ca82406,David Miller,david.miller@outlook.com,2025-04-06T23:28:46.419364,Australia,False
7667e45b-1d5a-461e-abaa-12f7fd6c2af9,John Garcia,john.garcia@yahoo.com,2025-07-07T23:28:46.419371,India,False
04de9d15-3b84-4bbf-aebc-70c07a7ff6ad,James Johnson,james.johnson@yahoo.com,2025-08-13T23:28:46.419378,USA,False
30294967-4d2d-4583-b76e-e9a0ca7f263c,Emma Johnson,emma.johnson@gmail.com,2024-07-21T23:28:46.419385,Canada,False
60e42f73-93d2-41dd-a937-555200ee3a07,Emma Garcia,emma.garcia@hotmail.com,2025-01-01T23:28:46.419392,Japan,True
6c9649ff-79e3-47ab-b9fa-494e3d13ce72,Emma Miller,emma.miller@outlook.com,2025-09-07T23:28:46.419400,France,False
3314b78d-734b-4bb7-8e00-d73468634fef,Emma Davis,emma.davis@yahoo.com,2023-11-02T23:28:46.419415,UK,False
0d925dd0-eed5-413d-b0fd-5a25479ff7bb,Emily Smith,emily.smith@hotmail.com,2024-04-27T23:28:46.419425,Australia,True
da13009b-2dbb-406c-b20f-e39619673c0a,Emma Johnson,emma.johnson@yahoo.com,2025-10-01T23:28:46.419433,USA,False
425a9bfb-5e5f-442d-b9f9-2b96cb5271d6,Sarah Williams,sarah.williams@yahoo.com,2025-06-26T23:28:46.419443,Australia,False
95b357c9-d44a-42d0-8ab1-d349e7b80e56,Sarah Garcia,sarah.garcia@yahoo.com,2025-11-08T23:28:46.419456,Germany,False
50f3cb6e-08cb-4bc0-a286-faf9e0ea2846,Michael Jones,michael.jones@yahoo.com,2025-04-02T23:28:46.419467,USA,False
079479d2-3338-4cdc-ba7f-060faf789d04,John Garcia,john.garcia@yahoo.com,2024-01-20T23:28:46.419475,USA,False
8154d141-9972-48bb-ad17-cffa6c0eb6bf,David Smith,david.smith@yahoo.com,2023-07-05T23:28:46.419490,UK,True
9c97183e-4637-466a-9923-bf9b48979ba0,Emma Davis,emma.davis@outlook.com,2022-12-28T23:28:46.419503,UK,False
e1ce9f24-1acf-4401-b34a-e47284e4bcfb,Sarah Smith,sarah.smith@outlook.com,2023-04-20T23:28:46.419512,USA,True
36286d83-9f99-41ce-945c-cb253fd65a86,Emma Miller,emma.miller@hotmail.com,2025-04-06T23:28:46.419520,India,False
16cce4a2-8e0d-4f50-bb61-a79425b8144d,Jane Johnson,jane.johnson@outlook.com,2025-01-14T23:28:46.419530,UK,False
4a557de1-8659-4425-8c97-23778111ae9d,David Garcia,david.garcia@hotmail.com,2022-11-23T23:28:46.419543,Germany,False
72d25c8a-51fc-476a-ac08-70bb1bbb656d,James Johnson,james.johnson@gmail.com,2024-08-30T23:28:46.419552,Japan,False
b010fbc3-0c19-406d-bff9-ba0dd511e678,Sarah Miller,sarah.miller@outlook.com,2023-04-30T23:28:46.419560,Japan,False
5607fefa-e16d-415d-871b-7ff0f5d8c42a,Jane Garcia,jane.garcia@hotmail.com,2024-02-12T23:28:46.419572,Germany,False
9d2b484b-5331-42a8-94cd-36f53036cb3b,Michael Davis,michael.davis@gmail.com,2025-05-11T23:28:46.419584,UK,True
8e8e3dd1-84fb-4daf-96dd-e17e8823650a,James Johnson,james.johnson@outlook.com,2025-02-20T23:28:46.419592,USA,False
bf591dff-5a12-4bf1-85e0-4cdc69f61a36,Jane Miller,jane.miller@outlook.com,2023-07-01T23:28:46.419600,USA,False
78be4133-d3cc-4c94-81ea-5199eeaa0e5e,David Garcia,david.garcia@gmail.com,2023-01-09T23:28:46.419608,Australia,False
e87b2b20-4536-47ee-a024-71f246b0d9ce,Emma Brown,emma.brown@gmail.com,2023-11-27T23:28:46.419615,France,True
0390a3e8-3607-4cbe-b222-67321e5662b5,David Brown,david.brown@hotmail.com,2025-09-21T23:28:46.419629,Germany,True
d6d565e2-195b-4807-b023-5f72415ef7c1,Michael Jones,michael.jones@outlook.com,2023-12-19T23:28:46.419641,France,True
9e8eca8b-a9f5-45cb-96cb-22a51d8e67ee,Michael Williams,michael.williams@hotmail.com,2025-06-24T23:28:46.419651,Canada,True
658a2e0f-fe9d-49a6-a13e-8f60240727bf,Jane Brown,jane.brown@hotmail.com,2023-07-08T23:28:46.419659,India,False
4388e90d-a5c0-46c5-8d96-7747c7ef13c7,Michael Garcia,michael.garcia@outlook.com,2024-01-19T23:28:46.419666,UK,True
0c99da0b-c6c4-451f-8444-089c4814d157,Michael Williams,michael.williams@gmail.com,2025-05-30T23:28:46.419674,Germany,False
35130164-0c21-40b4-a880-f92632f0c47b,James Davis,james.davis@hotmail.com,2023-07-19T23:28:46.419681,Germany,False
12dc740d-f08d-4786-9e6f-acd04c231a0d,Jane Garcia,jane.garcia@hotmail.com,2025-03-31T23:28:46.419723,Germany,False
f1396ae2-4283-4c1a-a1a2-1d3f1094c6eb,David Smith,david.smith@yahoo.com,2023-08-27T23:28:46.419736,USA,True
71f27d60-8ef0-4eea-8b26-3891457c00f2,Sarah Jones,sarah.jones@yahoo.com,2025-02-05T23:28:46.419750,Germany,False
5f675441-a173-412e-bcac-fc0dff933b12,Emily Johnson,emily.johnson@gmail.com,2023-01-30T23:28:46.419761,Japan,False
c4367a30-6fdd-459a-a4e2-76f5d7999b0a,Michael Miller,michael.miller@yahoo.com,2023-01-24T23:28:46.419769,France,True
c0ca2b00-62d8-4d78-8315-d37b23892149,James Smith,james.smith@hotmail.com,2025-10-06T23:28:46.419776,India,True
0b584597-5f3e-4526-b5bc-c8c4fbcd5f54,Emily Miller,emily.miller@hotmail.com,2023-07-12T23:28:46.419784,Germany,True
cef7229a-e102-4354-8f49-1cb1e93aae1f,James Smith,james.smith@outlook.com,2024-11-27T23:28:46.419792,India,False
be2dacb7-9933-4995-a2ca-ce4f7e55a0b9,Jane Miller,jane.miller@gmail.com,2024-07-03T23:28:46.419799,Japan,False
74491380-a86e-4dc9-a578-7a4f30d85ee8,Jane Miller,jane.miller@outlook.com,2023-12-19T23:28:46.419806,Australia,False
efbdaf64-05d7-4376-9317-793a6ce356c4,Michael Johnson,michael.johnson@gmail.com,2022-11-23T23:28:46.419813,Australia,False
69079bd7-9494-4bb1-9974-c6a8255be5b0,Emily Williams,emily.williams@yahoo.com,2025-04-17T23:28:46.419821,Canada,False
